borough,data_as_of,encoded_poly_line,encoded_poly_line_lvls,id,link_id,link_name,link_points,owner,speed,status,transcom_id,travel_time
Queens,2019-03-21T10:03:13.000,iczwFlqsaMvBtEtBbEnChEvBfBxCdCnCjAjGtD`AZpBbAjAb@dARdBLnACz@MtBo@,BBBBBBBBBBBBBBBB,424,4616300,VWE N MP8.64 (Exit 13 Northern Blvd) - Whitestone Expwy Exit 14 (Linden Pl),"40.77125,-73.833351 40.77065,-73.834421 40.77006,-73.8354 40.769341,-73.83641 40.76874,-73.836931 40.7679705,-73.837601 40.7672504,-73.83798 40.7659105,-73.83889 40.76558,-73.839031 40.7650104,-73.83937 40.7646304,-73.83955 40.764281,-73.83965 40.76377,-7",NYC_DOT_LIC,27,0,4616300,194
Manhattan,2019-03-21T10:03:13.000,kezwFf`sbMv@TxAVnDZe@Gz@J~@Xf@VlEnC??~KpH??vCpB??zEbD??dC`B,BBBBBBBBBBBBBBBBB,106,4616323,12th Ave S 57th St - 45th St,"40.77158,-73.994441 40.7713004,-73.99455 40.77085,-73.99467 40.76997,-73.99481 40.7701604,-73.99477 40.76986,-73.994831 40.7695406,-73.99496 40.769341,-73.99508 40.768311,-73.9958 40.768311,-73.9958 40.76623,-73.99733 40.76623,-73.99733 40.76547,-73.9979",NYC_DOT_LIC,8,0,4616323,265
Brooklyn,2019-03-21T10:03:13.000,omgwFfhtbMeDnAaDbB_F|CqDzC_ARwAQqBy@qDuAmVoJkK}DsK_EcBc@yBAuBb@yBt@,BBBBBBBBBBBBBBBB,259,4616223,GOW N 9TH STREET - ATLANTIC AVENUE,"40.6756,-74.841 40.67643,-74.001241 40.6772405,-74.001741 40.6783605,-74.002531 40.67925,-74.00331 40.6795705,-74.00341 40.68001,-74.00332 40.6805806,-74.003031 40.6814704,-74.0026 40.68522,-74.76 40.6872004,-73.999811 40.6892206,-73.99885 40.68972,-73.99",NYC_DOT_LIC,11,0,4616223,357
Bronx,2019-03-21T10:03:13.000,gndxFvq{aM{Ced@sAqReBa^{Cyb@{Bw[,BBBBBB,137,4616260,BE S CASTLE HILL AVENUE - STRATFORD AVENUE,"40.8242005,-73.874361 40.8249804,-73.868411 40.8254,-73.865281 40.82591,-73.860311 40.8266906,-73.854581 40.8273104,-73.84998",NYC_DOT_LIC,21,0,4616260,209
Bronx,2019-03-21T10:03:13.000,mmdxFjq{aM}Bm\aBwUa@sIeB_\qCq`@sB{Y,BBBBBBB,129,4616246,BE N STRATFORD AVENUE - CASTLE HILL AVE,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",NYC_DOT_LIC,40,0,4616246,116
Brooklyn,2019-03-21T10:03:13.000,ud_wF|gwbMgCCwATcBr@_BvAqDhGmGtL{AxB}AlAsBt@uBViCYeCy@wBqAkCeCeOcP_WgXm~@aaAmb@yc@cBuAwCqAmCUoDPuFdBsX`OwFlCaFzC{BvA,BBBBBBBBBBBBBBBBBBBBBBBBBBBB,262,4616319,GOW S 9TH STREET - 7TH AVENUE,"40.6332305,-74.016151 40.63391,-74.01613 40.6343505,-74.016241 40.63485,-74.016501 40.63533,-74.01694 40.63622,-74.01827 40.6375704,-74.02046 40.63803,-74.021071 40.6385,-74.02146 40.63908,-74.02173 40.63967,-74.02185 40.64036,-74.02172 40.64103,-74.02143",NYC_DOT_LIC,39,0,4616319,327
Queens,2019-03-21T10:03:13.000,gtqwFvmsaM`DyAnBoA~AeBzF{J`B_C`BgBhBaB~CoBdBaAtAw@nB}@|Ac@pAOx@Ez@AfCNj@Bh@LhDRtAExAQhA[x@Y~AcAxE}DbBeAjAg@t@Ur@c@tJgLlAwAdAy@t@q@jEcDvC_B|EeCp@a@x@_@bMwFtBq@xGcC,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,422,4616298,VWE N MP4.63 (Exit 6 - Jamaica Ave) - MP6.39 (Exit 11 Jewel Ave),"40.7278806,-73.832761 40.7270705,-73.83231 40.7265105,-73.831911 40.72603,-73.8314 40.724771,-73.829501 40.72428,-73.82886 40.72379,-73.828341 40.72326,-73.827851 40.7224605,-73.82729 40.721951,-73.82696 40.7215205,-73.826681 40.7209605,-73.826371 40.7204",NYC_DOT_LIC,19,0,4616298,463
Queens,2019-03-21T10:03:13.000,gmxwF|xtaMpFiCbAUdBOhBDrI\tAGbM{A`BYrBm@hSwLpDyBpBw@|A_@jBMrCLbEjA~BdBjCvBf@XnAlAbBhAvB|@xAZdBRtABjCItKoBpGmAvTcAfCc@|EeBt`@oP,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,428,4616241,VWE S MP8.65 (Exit 13 Northern Blvd) - MP6.39 (Exit 11 Jewel Ave),"40.7626006,-73.839671 40.7613906,-73.83898 40.7610504,-73.83887 40.7605406,-73.83879 40.76001,-73.838821 40.75831,-73.83897 40.75788,-73.8389340.75562,-73.83847 40.75513,-73.83834 40.75455,-73.83811 40.7513,-73.835911 40.75041,-73.8353 40.7498406,-73.8350",NYC_DOT_LIC,31,0,4616241,171
Manhattan,2019-03-21T10:03:13.000,{}_xFzcfbMqAvLTxA`@b@t@Vj@On@u@n@aBp@mBp@{@bAi@pAKbGUjCErBTvBf@dB|@rAdAf@v@tAnC,BBBBBBBBBBBBBBBBBBBB,399,4456452,TBB W - FDR S MANHATTAN TRUSS - E116TH STREET,"40.8011005,-73.92846 40.80151,-73.93066 40.8014,-73.93111 40.8012304,-73.93129 40.80096,-73.93141 40.8007405,-73.93133 40.800501,-73.93106 40.80026,-73.93057 40.81,-73.93002 40.7997606,-73.92972 40.7994205,-73.929511 40.79901,-73.92945 40.79771,-73.929341",MTA Bridges & Tunnels,9,0,4456452,262
Manhattan,2019-03-21T10:03:13.000,mtxwF|}sbMl@^~GpK|LrIbLlH??lK~G|FtD`C~@}@WdWnGdKmC|k@~G`CRzElC,BBBBBBBBBBBBBBB,3,4616324,12th ave @ 45th - 11 ave ganservoort st,"40.76375,-73.999191 40.763521,-73.99935 40.7620804,-74.00136 40.75985,-74.00306 40.75775,-74.00457 40.75775,-74.00457 40.75576,-74.00601 40.7544904,-74.006921 40.7538404,-74.007241 40.75415,-74.00712 40.7502804,-74.00848 40.74833,-74.007771 40.74114,-74.0",NYC_DOT_LIC,8,0,4616324,743
Brooklyn,2019-03-21T10:03:13.000,oz{vFffybMuQuNmZsVsFyC}D}AeLmDeO_E{JkCaEg@,BBBBBBBBB,258,4616220,GOW N 92ND STREET - 7TH AVENUE,"40.6162405,-74.02612 40.61923,-74.02361 40.62362,-74.019831 40.6248406,-74.019061 40.62579,-74.01859 40.6279004,-74.017721 40.63049,-74.01676 40.63239,-74.016061 40.63336,-74.01586",NYC_DOT_LIC,11,0,4616220,377
Manhattan,2019-03-21T10:03:13.000,iaxwF|tkbMhBnCtChChGpEjGxE~CvBxEnGlGhFrA|AfAp@hEdEbGtEpF~DzE|DvGhFlGhG~CxB|EjC~BfA`Dv@zMfBxAd@bChApBrA~DfC,BBBBBBBBBBBBBBBBBBBBBBBBB,222,4616332,FDR S 63rd - 25th St,"40.7606904,-73.956791 40.7601606,-73.95751 40.75941,-73.9582 40.758081,-73.959251 40.75674,-73.96034 40.75594,-73.960941 40.7548505,-73.9623 40.7535,-73.96347 40.7530804,-73.963941 40.7527204,-73.96419 40.75171,-73.96518 40.75041,-73.96625 40.7492,-73.967",NYC_DOT_LIC,25,0,4616332,276
Manhattan,2019-03-21T10:03:13.000,}btwFx|ubMsD_AgJcAcR{ByJ_AsBFiEbByCXaFuAkLiDsTaNsPoKmCmB,BBBBBBBBBBBBB,1,4616337,11th ave n ganservoort - 12th ave @ 40th st,"40.74047,-74.009251 40.74137,-74.00893 40.7431706,-74.008591 40.7462304,-74.00797 40.74812,-74.007651 40.748701,-74.007691 40.74971,-74.00819 40.75048,-74.008321 40.751611,-74.00789 40.7537504,-74.00704 40.75721,-74.00463 40.76003,-74.002631 40.7607405,-7",NYC_DOT_LIC,7,0,4616337,753
Brooklyn,2019-03-21T10:03:13.000,ue_wFbfwbMyBJyAX_Bp@oBhBiD|FmGxL_BzBuAbAoBv@mBNiBMiCaAuCcCuD_EmMiM{V{Wq~@_aAmb@wc@qB_BkDsA{BQkDN}FrBqX|NsFvC_FnCuAn@,BBBBBBBBBBBBBBBBBBBBBBBBBBBB,257,4616318,GOW N 7TH AVENUE - 9TH STREET,"40.6333906,-74.01586 40.634,-74.015921 40.63445,-74.01605 40.6349304,-74.0163 40.6354904,-74.016831 40.6363404,-74.0181 40.6376906,-74.020311 40.63817,-74.02093 40.6386004,-74.02127 40.6391604,-74.02155 40.63971,-74.02163 40.6402406,-74.021561 40.6409304,",NYC_DOT_LIC,11,0,4616318,1110
Bronx,2019-03-21T10:03:13.000,_ugxFlptaMlJj@bY[rKeAdKgBdOgDnR}A,BBBBBBB,295,4616250,HRP N LAFAYETTE AVENUE - E TREMONT AVENUE,"40.84064,-73.83831 40.83881,-73.83853 40.8346304,-73.83839 40.83261,-73.83804 40.83066,-73.837521 40.8280704,-73.83668 40.82495,-73.836211",NYC_DOT_LIC,53,0,4616250,85
Queens,2019-03-21T10:03:13.000,_pswFfewaMtApJv@rIh@nDlFbXhH`]bJla@|@`FbHz\fBvG,BBBBBBBBBB,315,4616364,LIE W 108TH ST - 84TH ST,"40.73744001,-73.85188001  40.737015,-73.85373001  40.73673,-73.85543001  40.736526,-73.85631001  40.735335,-73.86033  40.73384,-73.86514001  40.732064,-73.87065001  40.731755,-73.87178  40.730294,-73.87656001  40.72977,-73.87796",NYC_DOT_LIC,25,0,4616364,199
Queens,2019-03-21T10:03:13.000,_u}wFhkjaMr@dI~A~HtA|EbEnKxBdHv@~Cv@jGRhCJ~G[pTm@lT}@nS[vB@p@]dHiAlPo@tEiA|Fu@nCoDvKiAhFa@`DSxCAbAFfAb@lB`AbBjBjA??xHfBpOnBzJ`A|Cn@pEfBz[|O|HzEtBdBrEjFjEjHhAzB,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,204,4616320,CIP N TNB - Whitestone Expwy S Exit 14 (Linden Pl),"40.7894406,-73.786291  40.78918,-73.78792  40.78876,-73.789521  40.7882704,-73.790631  40.7872906,-73.79263  40.7866804,-73.7941  40.7864,-73.794901  40.7861204,-73.796241  40.78602,-73.79693  40.78596,-73.79837  40.78615,-73.80182  40.786331,-73.80525  4",NYC_DOT_LIC,33,0,4616320,352
Bronx,2019-03-21T10:03:13.000,ytexFj}vaMpAqGbBgHrAgGl@sF?oEa@cGoDu\e@cGAsEF}FMkBe@{Ci@}AyN}XqEcLyA}B_As@uA}@{AWiBEaBRoEdA}DZ,BBBBBBBBBBBBBBBBBBBBBBBB,142,4616261,BE S Griswold - Castle Hill Avenue,"40.83037,-73.85062 40.82996,-73.849251 40.8294605,-73.847771 40.8290406,-73.84645 40.8288104,-73.84523 40.8288104,-73.844191 40.82898,-73.842891 40.8298604,-73.838141 40.83005,-73.836841 40.83006,-73.83578 40.8300205,-73.834511 40.8300906,-73.833971 40.83",NYC_DOT_LIC,21,0,4616261,351
Manhattan,2019-03-21T10:03:13.000,y{swFvavbMjANlGSvQn@fa@fBhQdA,BBBBBB,2,4616325,11th ave s ganservoort - west st @ spring st,"40.73933,-74.01004 40.73895,-74.01012 40.7376,-74.010021 40.7346,-74.01026 40.72912,-74.010781 40.72619,-74.011131",NYC_DOT_LIC,11,0,4616325,293
Bronx,2019-03-21T10:03:13.000,ewjxF`e{aM~X_EfLs@pRFbE^fUlClPlC`TdE`Gb@|HMtG]fLmBzQaB,BBBBBBBBBBBBB,159,4616252,BRP N WATSON AVENUE - FORDHAM ROAD,"40.8563506,-73.87233 40.85219,-73.871371 40.85007,-73.87111 40.8469404,-73.87115 40.8459605,-73.871311 40.8424005,-73.87202 40.83961,-73.87273 40.8362404,-73.87372 40.8349506,-73.8739 40.8333606,-73.873831 40.8319705,-73.873681 40.82985,-73.87313 40.82683",NYC_DOT_LIC,35,0,4616252,156
Bronx,2019-03-21T10:03:13.000,gxhxFp{fbMpAiE`@kGhEm[L{FQqIUeKm@}^?gTB{FLgG,BBBBBBBBBBB,172,4616310,CBE AMSTERDAM AVE (L/LVL) - MORRIS AVE,"40.82495,-73.836211 40.82367,-73.83602 40.8202605,-73.835941 40.81888,-73.835951 40.81555,-73.83628 40.81275,-73.83627 40.8124306,-73.83621140.81201,-73.836031 40.81139,-73.83571 40.79715,-73.82657",NYC_DOT_LIC,41,0,4616310,104
Bronx,2019-03-21T10:03:09.000,kpjxFdfdbMfObMjObNtOjL`G`ErCzAlAVv@UXa@`@w@NeAKiA_@s@o@]UC,BBBBBBBBBBBBBBB,345,4620314,MDE S HARLEM RIVER PARK - GWB W AMSTERDAM AVENUE UPPER LEVEL,"40.85526,-73.918591 40.85266,-73.92085 40.85004,-73.92327 40.8473705,-73.92541 40.84608,-73.926381 40.84534,-73.926841 40.8449504,-73.926961 40.84467,-73.92685 40.84454,-73.92668 40.8443705,-73.9264 40.84429,-73.92605 40.8443506,-73.92568 40.844511,-73.92",NYC_DOT_LIC,16,0,4620314,273
Manhattan,2019-03-21T10:03:09.000,knwwFlosbMcP`g@yHzVcY|}@,BBBB,329,4329508,LINCOLN TUNNEL W CENTER TUBE NY - NJ,"40.75766,-73.99687 40.7604,-74.00328 40.76197,-74.0071 40.76615,-74.01717",PA -Lincoln Tunnel,16,0,4329508,347
Bronx,2019-03-21T10:03:09.000,qojxFpfdbMrN|LlO`NtTtQ~FtClClAv@Ar@k@XkAQsBsAqDgB}@aBx@k@bCZnC,BBBBBBBBBBBBBBB,344,4620330,MDE S HARLEM RIVER PARK - GWB W AMSTERDAM AVENUE LOWER LEVEL,"40.85513,-73.91865 40.8526305,-73.920881 40.85,-73.923291 40.84653,-73.92628 40.84525,-73.92703 40.84454,-73.927421 40.8442606,-73.927411 40.844,-73.927191 40.84387,-73.92681 40.84396,-73.92623 40.84438,-73.92534 40.8449,-73.92503 40.84539,-73.92532 40.84",NYC_DOT_LIC,17,0,4620330,266
Queens,2019-03-21T10:03:07.000,cl}wFtbkaMfFiIdByBrD{DtAeAj@_@nA}@|BcAvBy@hBc@zDm@jBOrBY|C_@f@EpHk@|Is@????bIOrGa@xHcBvFyBtImDzHgDtBcAtCoApCgAbEqA~QuHxGqDbCUbCRjEcApEy@jGeAtEi@dBg@t@SdRyGzHwC|IcDbKuDdLeEnM}ExOwFzRsHnCoArGeEtOaQjGqMbCoJ|@{GDuIe@Sf,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,212,4362244,CVE NB LIE - WILLETS PT BLVD,"40.78802,-73.79003 40.7868604,-73.78838 40.7863506,-73.787771 40.7854504,-73.786831 40.78502,-73.786481 40.7848004,-73.78632 40.7844005,-73.78601 40.7837704,-73.785671 40.7831705,-73.78538 40.78264,-73.7852 40.7817,-73.78497 40.78116,-73.78489 40.78058,-7",NYC-DOT-Region 10,34,0,4362244,326
Queens,2019-03-21T10:03:07.000,k_rwF|f|aMcBgGo@wCqK{g@uJ_d@wCuOuBuJ}D_TgAwKcA}G,BBBBBBBBBB,311,4362342,LIE E 84TH ST - 108TH ST,"40.72966,-73.87775 40.730165,-73.87643 40.7304,-73.87567 40.73241,-73.86913001 40.734285,-73.86321001 40.735045,-73.86054 40.73563,-73.85867 40.736584,-73.85531 40.736944,-73.85327001 40.737285,-73.85184001",NYC_DOT_LIC,44,0,4362342,113
Queens,2019-03-21T10:03:07.000,em}wFvekaMwByHaAwFy@kKMyFLaK`@uGv@wFrA{FxAiElBiEbBoCvBmCjE{DxFwEzGyFlM{MvE}CbJkDrKqEtIoFlG_GtLiOrCgD~DoB|H}C`IaBpGmBbG{DrDiEzBsD`B{EvAkGlCgL|A}EpCiFlE{ExFoFpD_D|JkHlEoDvEeEhDiE|BoDvDsH`DoF|CwDvEeFzCwEvA_Hw@aI}CiEiEwD{BgBeKiCqDwAwD{CcCyCuCsF_DeG}CoD,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,205,4362247,CIP NB GCP - TNB,"40.78819,-73.79052 40.7887906,-73.78895 40.7891204,-73.78771 40.7894104,-73.78573 40.7894805,-73.78448 40.7894104,-73.78255 40.789241,-73.78116 40.78896,-73.77992 40.7885405,-73.77866 40.7880904,-73.777661 40.78754,-73.77664 40.7870405,-73.77592 40.786440",NYC-DOT-Region 10,47,0,4362247,342
Queens,2019-03-21T10:03:07.000,}uvwFlebaMkMcUcIkNoH}N}AeEaAaEqC_KqAuDaCsE_EgHqByEaBiGw@kDi@wE,BBBBBBBBBBBBBB,319,4362251,LIE WB LITTLE NECK PKWY - NB CVE,"40.7537504,-73.744391 40.75605,-73.740851 40.7576705,-73.738391 40.7591904,-73.735841 40.7596604,-73.734851 40.75999,-73.73388 40.7607206,-73.73196 40.76113,-73.731051 40.76178,-73.72999 40.76274,-73.72851 40.7633104,-73.727421 40.7638,-73.72609 40.76408,",NYC-DOT-Region 10,34,0,4362251,286
Queens,2019-03-21T10:03:07.000,ar}wFzekaMDaEy@kJeA}LKkDV_O\iEr@{FzAiGtA}DnBsEdBkCxBmCjE_E|FwEzG_GhMyMzE}CfJmDnKmEtImFjG{FnLgOlCqCtDiCnI_DxQyE|CaBnGsGpBeD~A}DpFsV`CgG~BaEtFqGxAeBzBiFtA{Ft@oHS_CwAmDiBuDa@oA}OyZcAaDoA}EmBwHiBwEgHkMaBoDsAmEaBiHk@{E,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,206,4362252,CIP N LIE ramp - TNB,"40.7889706,-73.790541 40.7889404,-73.789571 40.78923,-73.78775 40.78958,-73.78552 40.7896406,-73.78466 40.78952,-73.7821 40.7893705,-73.78109 40.78911,-73.77983 40.7886504,-73.778501 40.78822,-73.77755 40.78766,-73.776491 40.7871504,-73.77579 40.78654,-73",NYC-DOT-Region 10,44,0,4362252,267
Bronx,2019-03-21T10:03:04.000,{sexFn}vaMhC_MtAuDrC}Hj@cCTwBFqCIyD]sFwAwSo@uI_AyFe@wBmAmE}A}DwAsCyFqK{DmH}AuD{D_KeCiCiCmAuDQwC`@kH`B,BBBBBBBBBBBBBBBBBBBBBBBBB,178,4616297,CBE E CASTLE HILL AVE - BE N WATERBURY AVE,"40.8302204,-73.850641 40.8295305,-73.848401 40.8291004,-73.847491 40.82836,-73.8459 40.8281405,-73.84524 40.8280305,-73.844641 40.827991,-73.843911 40.82804,-73.842981 40.8281906,-73.841761 40.8286304,-73.83844 40.82887,-73.83673 40.8291904,-73.83548 40.8",NYC_DOT_LIC,34,0,4616297,248
Staten Island,2019-03-21T10:03:04.000,_djvF|badMP|IV`GXhY`Ajf@l@pX\zOp@`NTxL?nDmApXe@bJeBxXg@jFsDtO,BBBBBBBBBBBBBBB,110,4616281,440 N FRANCIS STREET - WSE N TYRELLAN AVE,"40.5256,-74.23039 40.52551,-74.23214 40.52539,-74.23344 40.52526,-74.23765 40.52493,-74.24395 40.5247,-74.24803 40.52455,-74.25073 40.5243,-74.25314 40.52419,-74.25536 40.52419,-74.25623 40.52458,-74.26033 40.52477,-74.2621 40.52528,-74.26624 40.52548,-74",NYC_DOT_LIC,48,0,4616281,161
Staten Island,2019-03-21T10:03:04.000,yvvvFv|ycMoGG_PkDuYmIsGiDaIwGsCwC,BBBBBBB,439,4616200,WSE S SOUTH AVENUE - VICTORY BOULEVARD,"40.5900505,-74.19356 40.59141,-74.19352 40.59413,-74.19266 40.5984005,-74.19099 40.59978,-74.19014 40.60139,-74.188741 40.60213,-74.187981",NYC_DOT_LIC,50,0,4616200,57
Queens,2019-03-21T10:03:04.000,yi_xFfndbMb@^Xb@ThAEbB_@nByAbEm@fAkAbDiAlDo@nBaCfIcEfMkBnGeAhD,BBBBBBBBBBBBBBB,140,4456479,BE S TBB EXIT RAMP - MANHATTAN LIFT SPAN,"40.79789,-73.91988 40.79771,-73.92004 40.79758,-73.92022 40.7974704,-73.92059 40.797501,-73.92109 40.79766,-73.92165 40.79811,-73.922631 40.79834,-73.922991 40.79872,-73.92381 40.799091,-73.924681 40.7993305,-73.92524 40.7999805,-73.926881 40.80096,-73.92",MTA Bridges & Tunnels,8,0,4456479,366
Queens,2019-03-21T10:03:04.000,wtewFjveaMkDlo@YvJAxCD`Pt@ha@`Bt`@,BBBBBBB,170,4616356,Belt Pkwy W 182nd St - JFK Expressway,"40.6665206,-73.76246 40.66738,-73.77021 40.66751,-73.77209 40.66752,-73.772861 40.66749,-73.775591 40.66722,-73.78108 40.66673,-73.786471",NYC_DOT_LIC,37,0,4616356,101
Bronx,2019-03-21T10:03:04.000,_pfxF`}yaMdFsWfDmPpH}^lEgTBBBBB,BBBBB,184,4616253,CBE E TAYLOR AVENUE - CASTLE HILL AVENUE,"40.8347204,-73.86593 40.83357,-73.86199 40.8327305,-73.8592 40.8312,-73.85409 40.83017,-73.85069 40.83015,-73.85071 40.8301304,-73.850731 40.8301105,-73.850731",NYC_DOT_LIC,51,0,4616253,49
Staten Island,2019-03-21T10:03:04.000,{q{vFrzrcMta@kl@hDiInBiIr@}F\mHOsR,BBBBBBB,377,4616195,SIE E RICHMOND AVENUE - WOOLEY AVENUE,"40.61486,-74.15738 40.60931,-74.15012 40.60846,-74.14847 40.6079,-74.146831 40.60764,-74.14555 40.6074906,-74.14404 40.60757,-74.1409",NYC_DOT_LIC,43,0,4616195,92
Staten Island,2019-03-21T10:03:04.000,egzvFt|mcMvA|u@,BB,381,4616194,SIE E WOOLEY AVENUE - BRADLEY AVENUE,"40.608031,-74.13212 40.60759,-74.1409",NYC_DOT_LIC,42,0,4616194,38
Queens,2019-03-21T10:03:04.000,mizwFrndbM_HvKuC~C_PhLqWpQwKrHwBxAeBh@mBPoCKmBg@yBkAeRwOgFqDqGwFmDgDwE{DiJyHqDkCsGmE{DsCwCmByGoE}AcAmAo@,BBBBBBBBBBBBBBBBBBBBBBBBB,347,4456477,MDE S TBB EXIT RAMP - QUEENS ANCHORAGE,"40.77223,-73.919941 40.77367,-73.92198 40.7744206,-73.92278 40.77714,-73.924911 40.781071,-73.92788 40.78311,-73.929421 40.7837106,-73.929871 40.7842205,-73.93008 40.78477,-73.93017 40.78549,-73.93011 40.78604,-73.92991 40.78665,-73.92953 40.78972,-73.926",MTA Bridges & Tunnels,33,0,4456477,216
Staten Island,2019-03-21T10:03:04.000,wvzvFnegcMGmJ~@kKpAoGxPki@~AyJbA}Kf@ac@`BeOzHgY,BBBBBBBBBB,376,4616192,SIE E CLOVE ROAD - FINGERBOARD ROAD,"40.61052,-74.09769 40.610561,-74.09586 40.6102405,-74.093881 40.60983,-74.09251 40.60698,-74.08574 40.6065004,-74.083851 40.60616,-74.081781 40.60596,-74.076011 40.6054704,-74.073421 40.60389,-74.06922",NYC_DOT_LIC,46,0,4616192,120
Staten Island,2019-03-21T10:03:04.000,_xzvF|fgcMEgIZcInAkIhBqG|FwQlFyQtA{F|@_JVqIRuXd@aIzAyKrByItDoM,BBBBBBBBBBBBBBB,387,4616206,SIE W FINGERBOARD ROAD - CLOVE ROAD,"40.61072,-74.097911 40.61075,-74.09627 40.61061,-74.09465 40.61021,-74.09299 40.6096804,-74.09162 40.6084106,-74.08862 40.6072205,-74.08561 40.6067904,-74.08435 40.6064805,-74.082591 40.60636,-74.0809 40.6062606,-74.07679 40.60607,-74.07518 40.6056106,-74",NYC_DOT_LIC,52,0,4616206,114
Queens,2019-03-21T10:03:04.000,qu}wFlkjaMXjGtAzJ@nB_@tC]~@s@lAuAlAuCbB??mAh@mD`A{Dh@kDJ}F?ePM,BBBBBBBBBBBBBBBB,202,4456483,CIP N ramp to TNB - TNB Queens Anchorage,"40.789536,-73.78631 40.7894,-73.78765 40.788976,-73.78955 40.78896,-73.79011001 40.789124,-73.79086001 40.78927,-73.79118001 40.789536,-73.79157001 40.78996,-73.79196 40.790714,-73.79246 40.790714,-73.79246 40.7911,-73.79267 40.791976,-73.793 40.792916,-7",NYC_DOT_LIC,47,0,4456483,46
Staten Island,2019-03-21T10:03:04.000,iejvF|badMWsKc@wDsAiCuBgAkKcCqJ{GyDm@i^`BgKOmQyAmKeCcLaE{FoCcHmE,BBBBBBBBBBBBBBB,437,4616203,WSE S BLLOMINGDALE ROAD - TYRELLAN AVENUE,"40.52581,-74.23039 40.52593,-74.228371 40.52611,-74.22745 40.52653,-74.226761 40.5271204,-74.226401 40.529101,-74.22574 40.5309504,-74.22432 40.53188,-74.22409 40.536891,-74.22458 40.5388504,-74.2245 40.5418,-74.22405 40.54379,-74.22338 40.54589,-74.22241",NYC_DOT_LIC,51,0,4616203,122
Staten Island,2019-03-21T10:03:04.000,s~pvFjb{cMgn@in@cK{F}JwBwIUyGp@qFv@qG|@wkAvO,BBBBBBBBB,441,4616201,WSE S VICTORY BOULEVARD - ARDEN AVENUE,"40.56058,-74.199581 40.568141,-74.192011 40.5700804,-74.190751 40.571991,-74.19015 40.5737105,-74.190041 40.5751205,-74.19029 40.5763306,-74.190571 40.5777,-74.19088 40.5899804,-74.19356",NYC_DOT_LIC,58,0,4616201,136
Queens,2019-03-21T10:03:04.000,c_owFzf_aMvBK|FcApKuDzF_ArdAkB~j@}@hD?xCInK_AzKM??xCLhDr@,BBBBBBBBBBBBBB,207,4616352,CIP S Hempstead Tpk - Laurelton Pkwy @ SSP,"40.71426,-73.729261  40.7136604,-73.7292  40.7123906,-73.728861  40.71038,-73.72795  40.7091206,-73.72763  40.69798,-73.72709  40.6909405,-73.72678  40.6900905,-73.72678  40.68932,-73.72673  40.687321,-73.72641  40.68526,-73.726341  40.68526,-73.72634  40",NYC_DOT_LIC,49,0,4616352,154
Staten Island,2019-03-21T10:03:04.000,wvzvFpegcMrAfeAc@vHiCtNSrOv@|HxGf_@|Db^lAp\,BBBBBBBBB,375,4616193,SIE E BRADLEY AVENUE - CLOVE ROAD,"40.61052,-74.09769 40.6101,-74.10893 40.61028,-74.1105 40.61097,-74.113 40.6110705,-74.115671 40.61079,-74.11726 40.60938,-74.12241 40.6084306,-74.127401 40.60804,-74.13212",NYC_DOT_LIC,44,0,4616193,150
Queens,2019-03-21T10:03:04.000,mizwFrndbM_HvKuC~C_PhLqWpQwKrHwBxAeBh@mBPoCKmBg@yBkAeRwOgFqDqGwFuDsCcAaAkOgJaBc@{Bn@w@~@u@hAi@pAiFvMoCnHqD~Kk@xCYtCmA|D,BBBBBBBBBBBBBBBBBBBBBBBBBBBBB,398,4456481,TBB S MANHATTAN LIFT SPAN - QUEENS ANCHORAGE,"40.77223,-73.919941 40.77367,-73.92198 40.7744206,-73.92278 40.77714,-73.924911 40.781071,-73.92788 40.78311,-73.929421 40.7837106,-73.929871 40.7842205,-73.93008 40.78477,-73.93017 40.78549,-73.93011 40.78604,-73.92991 40.78665,-73.92953 40.78972,-73.926",MTA Bridges & Tunnels,29,0,4456481,260
Manhattan,2019-03-21T10:03:04.000,wiqwFnhvbMvD^xb@lFxQvCrb@hHlLjChHnBPgBh@gA|@WzANnDv@|Cl@|ATvBT`E?fFKzD{@zDcAvC}@dD}@zFaBtF}AtF{ApH}DnIqEnOcI~McHxLeGlHcCjHeF,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,445,4456494,West St S Spring St - BBT Manhattan Portal outbound,"40.7262006,-74.01112 40.7252805,-74.01128 40.7218105,-74.011981 40.7195505,-74.012471 40.71654,-74.013231 40.714451,-74.01376 40.71251,-74.01429 40.7108405,-74.014721 40.7086904,-74.01542 40.7079305,-74.01572 40.7072,-74.01598",NYC_DOT_LIC,12,0,4456494,456
